"Geo Code","Geo Name","Line Number"
"2021S05075550205.00","5550205.00",4627931
"2021S05075550206.00","5550206.00",4630562
"2021S05075550207.00","5550207.00",4633193
"2021S05075550210.00","5550210.00",4635824
"2021S05075550220.00","5550220.00",4638455
"2021S05075550230.00","5550230.00",4641086
"2021S05075550231.00","5550231.00",4643717
"2021S05075550232.00","5550232.00",4646348
"2021S05075550233.00","5550233.00",4648979
"2021S05075550234.00","5550234.00",4651610
"2021S05075550300.00","5550300.00",4654241
"2021S0504805","Medicine Hat",4656872
"2021S05078050001.00","8050001.00",4659503
"2021S05078050002.00","8050002.00",4662134
"2021S05078050003.01","8050003.01",4664765
"2021S05078050003.03","8050003.03",4667396
"2021S05078050003.04","8050003.04",4670027
"2021S05078050004.00","8050004.00",4672658
"2021S05078050005.01","8050005.01",4675289
"2021S05078050005.02","8050005.02",4677920
"2021S05078050006.00","8050006.00",4680551
"2021S05078050007.00","8050007.00",4683182
"2021S05078050008.00","8050008.00",4685813
"2021S05078050009.00","8050009.00",4688444
"2021S05078050010.00","8050010.00",4691075
"2021S05078050011.00","8050011.00",4693706
"2021S05078050012.01","8050012.01",4696337
"2021S05078050012.02","8050012.02",4698968
"2021S05078050013.00","8050013.00",4701599
"2021S05078050014.00","8050014.00",4704230
"2021S05078050100.00","8050100.00",4706861
"2021S05078050200.00","8050200.00",4709492
"2021S0503305","Moncton",4712123
"2021S05073050001.00","3050001.00",4714754
"2021S05073050002.00","3050002.00",4717385
"2021S05073050003.01","3050003.01",4720016
"2021S05073050003.04","3050003.04",4722647
"2021S05073050003.05","3050003.05",4725278
"2021S05073050003.06","3050003.06",4727909
"2021S05073050004.01","3050004.01",4730540
"2021S05073050004.02","3050004.02",4733171
"2021S05073050005.00","3050005.00",4735802
"2021S05073050006.00","3050006.00",4738433
"2021S05073050007.00","3050007.00",4741064
"2021S05073050008.00","3050008.00",4743695
"2021S05073050009.00","3050009.00",4746326
"2021S05073050010.01","3050010.01",4748957
"2021S05073050010.03","3050010.03",4751588
"2021S05073050010.04","3050010.04",4754219
"2021S05073050011.00","3050011.00",4756850
"2021S05073050012.01","3050012.01",4759481
"2021S05073050012.02","3050012.02",4762112
"2021S05073050013.00","3050013.00",4764743
"2021S05073050014.02","3050014.02",4767374
"2021S05073050014.03","3050014.03",4770005
"2021S05073050014.05","3050014.05",4772636
"2021S05073050014.06","3050014.06",4775267
"2021S05073050014.07","3050014.07",4777898
"2021S05073050015.01","3050015.01",4780529
"2021S05073050015.02","3050015.02",4783160
"2021S05073050016.01","3050016.01",4785791
"2021S05073050016.02","3050016.02",4788422
"2021S05073050100.00","3050100.00",4791053
"2021S05073050101.00","3050101.00",4793684
"2021S05073050102.01","3050102.01",4796315
"2021S05073050102.02","3050102.02",4798946
"2021S05073050110.00","3050110.00",4801577
"2021S05073050120.00","3050120.00",4804208
"2021S05073050200.00","3050200.00",4806839
"2021S0503462","Montréal",4809470
"2021S05074620001.00","4620001.00",4812101
"2021S05074620002.00","4620002.00",4814732
"2021S05074620003.00","4620003.00",4817363
"2021S05074620004.00","4620004.00",4819994
"2021S05074620005.00","4620005.00",4822625
"2021S05074620006.00","4620006.00",4825256
"2021S05074620007.00","4620007.00",4827887
"2021S05074620008.00","4620008.00",4830518
"2021S05074620009.00","4620009.00",4833149
"2021S05074620010.00","4620010.00",4835780
"2021S05074620011.00","4620011.00",4838411
"2021S05074620012.01","4620012.01",4841042
"2021S05074620012.02","4620012.02",4843673
"2021S05074620013.00","4620013.00",4846304
"2021S05074620014.02","4620014.02",4848935
"2021S05074620014.03","4620014.03",4851566
"2021S05074620014.04","4620014.04",4854197
"2021S05074620015.00","4620015.00",4856828
"2021S05074620016.00","4620016.00",4859459
"2021S05074620017.00","4620017.00",4862090
"2021S05074620018.00","4620018.00",4864721
"2021S05074620019.00","4620019.00",4867352
"2021S05074620021.00","4620021.00",4869983
"2021S05074620022.00","4620022.00",4872614
"2021S05074620023.00","4620023.00",4875245
"2021S05074620024.00","4620024.00",4877876
"2021S05074620025.00","4620025.00",4880507
"2021S05074620026.00","4620026.00",4883138
"2021S05074620027.00","4620027.00",4885769
"2021S05074620028.00","4620028.00",4888400
"2021S05074620029.00","4620029.00",4891031
"2021S05074620030.00","4620030.00",4893662
"2021S05074620031.00","4620031.00",4896293
"2021S05074620032.00","4620032.00",4898924
"2021S05074620033.00","4620033.00",4901555
"2021S05074620034.00","4620034.00",4904186
"2021S05074620035.00","4620035.00",4906817
"2021S05074620036.00","4620036.00",4909448
"2021S05074620037.00","4620037.00",4912079
"2021S05074620038.00","4620038.00",4914710
"2021S05074620039.00","4620039.00",4917341
"2021S05074620040.00","4620040.00",4919972
"2021S05074620041.00","4620041.00",4922603
"2021S05074620042.00","4620042.00",4925234
"2021S05074620043.00","4620043.00",4927865
"2021S05074620044.00","4620044.00",4930496
"2021S05074620045.00","4620045.00",4933127
"2021S05074620046.00","4620046.00",4935758
"2021S05074620047.00","4620047.00",4938389
"2021S05074620048.00","4620048.00",4941020
"2021S05074620049.00","4620049.00",4943651
"2021S05074620050.00","4620050.00",4946282
"2021S05074620051.00","4620051.00",4948913
"2021S05074620052.00","4620052.00",4951544
"2021S05074620053.00","4620053.00",4954175
"2021S05074620054.00","4620054.00",4956806
"2021S05074620055.01","4620055.01",4959437
"2021S05074620055.02","4620055.02",4962068
"2021S05074620056.00","4620056.00",4964699
"2021S05074620057.00","4620057.00",4967330
"2021S05074620058.00","4620058.00",4969961
"2021S05074620059.00","4620059.00",4972592
"2021S05074620060.00","4620060.00",4975223
"2021S05074620061.00","4620061.00",4977854
"2021S05074620062.00","4620062.00",4980485
"2021S05074620063.00","4620063.00",4983116
"2021S05074620064.00","4620064.00",4985747
"2021S05074620065.01","4620065.01",4988378
"2021S05074620065.02","4620065.02",4991009
"2021S05074620066.01","4620066.01",4993640
"2021S05074620066.02","4620066.02",4996271
"2021S05074620067.00","4620067.00",4998902
"2021S05074620068.00","4620068.00",5001533
"2021S05074620069.01","4620069.01",5004164
"2021S05074620069.02","4620069.02",5006795
"2021S05074620070.01","4620070.01",5009426
"2021S05074620070.02","4620070.02",5012057
"2021S05074620071.00","4620071.00",5014688
"2021S05074620072.00","4620072.00",5017319
"2021S05074620073.00","4620073.00",5019950
"2021S05074620074.00","4620074.00",5022581
"2021S05074620075.00","4620075.00",5025212
"2021S05074620076.00","4620076.00",5027843
"2021S05074620077.00","4620077.00",5030474
"2021S05074620078.00","4620078.00",5033105
"2021S05074620079.00","4620079.00",5035736
"2021S05074620080.00","4620080.00",5038367
"2021S05074620081.00","4620081.00",5040998
"2021S05074620082.00","4620082.00",5043629
"2021S05074620083.00","4620083.00",5046260
"2021S05074620084.00","4620084.00",5048891
"2021S05074620085.00","4620085.00",5051522
"2021S05074620086.00","4620086.00",5054153
"2021S05074620087.00","4620087.00",5056784
"2021S05074620088.00","4620088.00",5059415
"2021S05074620089.00","4620089.00",5062046
"2021S05074620090.00","4620090.00",5064677
"2021S05074620091.00","4620091.00",5067308
"2021S05074620092.00","4620092.00",5069939
"2021S05074620093.00","4620093.00",5072570
"2021S05074620094.01","4620094.01",5075201
"2021S05074620094.02","4620094.02",5077832
"2021S05074620095.00","4620095.00",5080463
"2021S05074620096.00","4620096.00",5083094
"2021S05074620097.01","4620097.01",5085725
"2021S05074620097.02","4620097.02",5088356
"2021S05074620098.00","4620098.00",5090987
"2021S05074620099.00","4620099.00",5093618
"2021S05074620100.01","4620100.01",5096249
"2021S05074620100.02","4620100.02",5098880
"2021S05074620101.01","4620101.01",5101511
"2021S05074620101.02","4620101.02",5104142
"2021S05074620102.00","4620102.00",5106773
"2021S05074620103.00","4620103.00",5109404
"2021S05074620104.00","4620104.00",5112035
"2021S05074620105.00","4620105.00",5114666
"2021S05074620106.00","4620106.00",5117297
"2021S05074620107.00","4620107.00",5119928
"2021S05074620108.00","4620108.00",5122559
"2021S05074620109.00","4620109.00",5125190
"2021S05074620110.00","4620110.00",5127821
"2021S05074620111.00","4620111.00",5130452
"2021S05074620112.01","4620112.01",5133083
"2021S05074620112.02","4620112.02",5135714
"2021S05074620113.00","4620113.00",5138345
"2021S05074620114.00","4620114.00",5140976
"2021S05074620115.01","4620115.01",5143607
"2021S05074620115.02","4620115.02",5146238
"2021S05074620116.00","4620116.00",5148869
"2021S05074620117.00","4620117.00",5151500
"2021S05074620118.00","4620118.00",5154131
"2021S05074620119.00","4620119.00",5156762
"2021S05074620120.01","4620120.01",5159393
"2021S05074620120.02","4620120.02",5162024
"2021S05074620121.00","4620121.00",5164655
"2021S05074620122.00","4620122.00",5167286
"2021S05074620123.00","4620123.00",5169917
"2021S05074620124.00","4620124.00",5172548
"2021S05074620125.00","4620125.00",5175179
"2021S05074620126.00","4620126.00",5177810
"2021S05074620127.01","4620127.01",5180441
"2021S05074620127.02","4620127.02",5183072
"2021S05074620128.00","4620128.00",5185703
"2021S05074620129.01","4620129.01",5188334
"2021S05074620129.02","4620129.02",5190965
"2021S05074620130.00","4620130.00",5193596
"2021S05074620131.00","4620131.00",5196227
"2021S05074620132.00","4620132.00",5198858
"2021S05074620133.00","4620133.00",5201489
"2021S05074620134.00","4620134.00",5204120
"2021S05074620135.00","4620135.00",5206751
"2021S05074620136.00","4620136.00",5209382
"2021S05074620137.00","4620137.00",5212013
"2021S05074620138.00","4620138.00",5214644
"2021S05074620139.00","4620139.00",5217275
"2021S05074620140.00","4620140.00",5219906
"2021S05074620141.00","4620141.00",5222537
"2021S05074620142.00","4620142.00",5225168
"2021S05074620143.00","4620143.00",5227799
"2021S05074620144.00","4620144.00",5230430
"2021S05074620145.00","4620145.00",5233061
"2021S05074620146.00","4620146.00",5235692
"2021S05074620147.00","4620147.00",5238323
"2021S05074620148.00","4620148.00",5240954
"2021S05074620149.00","4620149.00",5243585
"2021S05074620150.00","4620150.00",5246216
"2021S05074620151.00","4620151.00",5248847
"2021S05074620152.00","4620152.00",5251478
"2021S05074620153.00","4620153.00",5254109
"2021S05074620154.00","4620154.00",5256740
"2021S05074620155.00","4620155.00",5259371
"2021S05074620156.00","4620156.00",5262002
"2021S05074620157.00","4620157.00",5264633
"2021S05074620158.00","4620158.00",5267264
"2021S05074620159.00","4620159.00",5269895
"2021S05074620160.00","4620160.00",5272526
"2021S05074620161.00","4620161.00",5275157
"2021S05074620162.00","4620162.00",5277788
"2021S05074620163.00","4620163.00",5280419
"2021S05074620164.00","4620164.00",5283050
"2021S05074620165.00","4620165.00",5285681
"2021S05074620166.00","4620166.00",5288312
"2021S05074620167.00","4620167.00",5290943
"2021S05074620168.00","4620168.00",5293574
"2021S05074620169.00","4620169.00",5296205
"2021S05074620170.00","4620170.00",5298836
"2021S05074620171.00","4620171.00",5301467
"2021S05074620172.00","4620172.00",5304098
"2021S05074620173.00","4620173.00",5306729
"2021S05074620174.00","4620174.00",5309360
"2021S05074620175.00","4620175.00",5311991
"2021S05074620176.00","4620176.00",5314622
"2021S05074620177.00","4620177.00",5317253
"2021S05074620178.00","4620178.00",5319884
"2021S05074620179.00","4620179.00",5322515
"2021S05074620180.00","4620180.00",5325146
"2021S05074620181.00","4620181.00",5327777
"2021S05074620182.00","4620182.00",5330408
"2021S05074620183.00","4620183.00",5333039
"2021S05074620184.00","4620184.00",5335670
"2021S05074620185.00","4620185.00",5338301
"2021S05074620186.00","4620186.00",5340932
"2021S05074620187.01","4620187.01",5343563
"2021S05074620187.03","4620187.03",5346194
"2021S05074620187.04","4620187.04",5348825
"2021S05074620188.01","4620188.01",5351456
"2021S05074620188.02","4620188.02",5354087
"2021S05074620189.00","4620189.00",5356718
"2021S05074620190.01","4620190.01",5359349
"2021S05074620190.02","4620190.02",5361980
"2021S05074620191.00","4620191.00",5364611
"2021S05074620192.00","4620192.00",5367242
"2021S05074620193.00","4620193.00",5369873
"2021S05074620194.01","4620194.01",5372504
"2021S05074620194.02","4620194.02",5375135
"2021S05074620195.01","4620195.01",5377766
"2021S05074620195.02","4620195.02",5380397
"2021S05074620195.03","4620195.03",5383028
"2021S05074620196.00","4620196.00",5385659
"2021S05074620197.00","4620197.00",5388290
"2021S05074620198.00","4620198.00",5390921
"2021S05074620199.00","4620199.00",5393552
"2021S05074620200.00","4620200.00",5396183
"2021S05074620201.00","4620201.00",5398814
"2021S05074620202.00","4620202.00",5401445
"2021S05074620203.00","4620203.00",5404076
"2021S05074620204.00","4620204.00",5406707
"2021S05074620205.00","4620205.00",5409338
"2021S05074620206.00","4620206.00",5411969
"2021S05074620207.00","4620207.00",5414600
"2021S05074620208.00","4620208.00",5417231
"2021S05074620209.00","4620209.00",5419862
"2021S05074620210.00","4620210.00",5422493
"2021S05074620211.00","4620211.00",5425124
"2021S05074620212.00","4620212.00",5427755
"2021S05074620213.00","4620213.00",5430386
"2021S05074620214.00","4620214.00",5433017
"2021S05074620215.00","4620215.00",5435648
"2021S05074620216.00","4620216.00",5438279
"2021S05074620217.00","4620217.00",5440910
"2021S05074620218.00","4620218.00",5443541
"2021S05074620219.00","4620219.00",5446172
"2021S05074620220.00","4620220.00",5448803
"2021S05074620221.00","4620221.00",5451434
"2021S05074620222.00","4620222.00",5454065
"2021S05074620223.01","4620223.01",5456696
"2021S05074620223.02","4620223.02",5459327
"2021S05074620224.00","4620224.00",5461958
"2021S05074620225.00","4620225.00",5464589
"2021S05074620226.00","4620226.00",5467220
"2021S05074620227.00","4620227.00",5469851
"2021S05074620228.00","4620228.00",5472482
"2021S05074620229.00","4620229.00",5475113
"2021S05074620230.00","4620230.00",5477744
"2021S05074620231.00","4620231.00",5480375
"2021S05074620232.00","4620232.00",5483006
"2021S05074620233.00","4620233.00",5485637
"2021S05074620234.00","4620234.00",5488268
"2021S05074620235.00","4620235.00",5490899
"2021S05074620236.00","4620236.00",5493530
"2021S05074620237.00","4620237.00",5496161
"2021S05074620238.00","4620238.00",5498792
"2021S05074620239.00","4620239.00",5501423
"2021S05074620240.00","4620240.00",5504054
"2021S05074620241.00","4620241.00",5506685
"2021S05074620242.00","4620242.00",5509316
"2021S05074620243.00","4620243.00",5511947
"2021S05074620244.00","4620244.00",5514578
"2021S05074620245.00","4620245.00",5517209
"2021S05074620247.00","4620247.00",5519840
"2021S05074620249.00","4620249.00",5522471
"2021S05074620250.00","4620250.00",5525102
"2021S05074620251.01","4620251.01",5527733
"2021S05074620251.02","4620251.02",5530364
"2021S05074620252.00","4620252.00",5532995
"2021S05074620253.00","4620253.00",5535626
"2021S05074620254.00","4620254.00",5538257
"2021S05074620256.00","4620256.00",5540888
"2021S05074620257.00","4620257.00",5543519
"2021S05074620258.00","4620258.00",5546150
"2021S05074620259.00","4620259.00",5548781
"2021S05074620260.00","4620260.00",5551412
"2021S05074620261.00","4620261.00",5554043
"2021S05074620262.00","4620262.00",5556674
"2021S05074620263.00","4620263.00",5559305
"2021S05074620264.01","4620264.01",5561936
"2021S05074620264.02","4620264.02",5564567
"2021S05074620265.00","4620265.00",5567198
"2021S05074620266.00","4620266.00",5569829
"2021S05074620267.00","4620267.00",5572460
"2021S05074620268.01","4620268.01",5575091
"2021S05074620268.02","4620268.02",5577722
"2021S05074620268.03","4620268.03",5580353
"2021S05074620269.00","4620269.00",5582984
"2021S05074620270.00","4620270.00",5585615
"2021S05074620271.00","4620271.00",5588246
"2021S05074620272.00","4620272.00",5590877
"2021S05074620273.00","4620273.00",5593508
"2021S05074620274.00","4620274.00",5596139
"2021S05074620275.00","4620275.00",5598770
"2021S05074620276.00","4620276.00",5601401
"2021S05074620277.00","4620277.00",5604032
"2021S05074620278.00","4620278.00",5606663
"2021S05074620279.00","4620279.00",5609294
"2021S05074620280.00","4620280.00",5611925
"2021S05074620281.00","4620281.00",5614556
"2021S05074620282.00","4620282.00",5617187
"2021S05074620283.01","4620283.01",5619818
"2021S05074620283.02","4620283.02",5622449
"2021S05074620284.00","4620284.00",5625080
"2021S05074620285.00","4620285.00",5627711
"2021S05074620286.00","4620286.00",5630342
"2021S05074620287.01","4620287.01",5632973
"2021S05074620287.02","4620287.02",5635604
"2021S05074620288.00","4620288.00",5638235
"2021S05074620290.01","4620290.01",5640866
"2021S05074620290.02","4620290.02",5643497
"2021S05074620290.03","4620290.03",5646128
"2021S05074620290.04","4620290.04",5648759
"2021S05074620290.05","4620290.05",5651390
"2021S05074620290.06","4620290.06",5654021
"2021S05074620290.07","4620290.07",5656652
"2021S05074620290.08","4620290.08",5659283
"2021S05074620290.09","4620290.09",5661914
"2021S05074620291.01","4620291.01",5664545
"2021S05074620291.03","4620291.03",5667176
"2021S05074620291.04","4620291.04",5669807
"2021S05074620300.00","4620300.00",5672438
"2021S05074620301.00","4620301.00",5675069
"2021S05074620302.00","4620302.00",5677700
"2021S05074620303.00","4620303.00",5680331
"2021S05074620304.00","4620304.00",5682962
"2021S05074620305.00","4620305.00",5685593
"2021S05074620306.00","4620306.00",5688224
"2021S05074620307.00","4620307.00",5690855
"2021S05074620308.00","4620308.00",5693486
"2021S05074620309.00","4620309.00",5696117
"2021S05074620310.00","4620310.00",5698748
"2021S05074620311.00","4620311.00",5701379
"2021S05074620312.00","4620312.00",5704010
"2021S05074620313.00","4620313.00",5706641
"2021S05074620314.00","4620314.00",5709272
"2021S05074620315.00","4620315.00",5711903
"2021S05074620316.00","4620316.00",5714534
"2021S05074620317.03","4620317.03",5717165
"2021S05074620317.05","4620317.05",5719796
"2021S05074620317.06","4620317.06",5722427
"2021S05074620317.07","4620317.07",5725058
"2021S05074620317.08","4620317.08",5727689
"2021S05074620320.00","4620320.00",5730320
"2021S05074620321.00","4620321.00",5732951
"2021S05074620322.02","4620322.02",5735582
"2021S05074620322.03","4620322.03",5738213
"2021S05074620322.04","4620322.04",5740844
"2021S05074620323.00","4620323.00",5743475
"2021S05074620324.01","4620324.01",5746106
"2021S05074620324.02","4620324.02",5748737
"2021S05074620325.01","4620325.01",5751368
"2021S05074620325.02","4620325.02",5753999
"2021S05074620325.03","4620325.03",5756630
"2021S05074620325.05","4620325.05",5759261
"2021S05074620325.06","4620325.06",5761892
"2021S05074620326.01","4620326.01",5764523
"2021S05074620326.02","4620326.02",5767154
"2021S05074620326.03","4620326.03",5769785
"2021S05074620327.00","4620327.00",5772416
"2021S05074620328.00","4620328.00",5775047
"2021S05074620329.00","4620329.00",5777678
"2021S05074620330.00","4620330.00",5780309
"2021S05074620340.00","4620340.00",5782940
"2021S05074620350.00","4620350.00",5785571
"2021S05074620351.00","4620351.00",5788202
"2021S05074620352.00","4620352.00",5790833
"2021S05074620353.00","4620353.00",5793464
"2021S05074620354.00","4620354.00",5796095
"2021S05074620355.00","4620355.00",5798726
"2021S05074620356.00","4620356.00",5801357
"2021S05074620360.00","4620360.00",5803988
"2021S05074620361.00","4620361.00",5806619
"2021S05074620362.00","4620362.00",5809250
"2021S05074620363.00","4620363.00",5811881
"2021S05074620364.00","4620364.00",5814512
"2021S05074620365.00","4620365.00",5817143
"2021S05074620366.00","4620366.00",5819774
"2021S05074620367.00","4620367.00",5822405
"2021S05074620370.00","4620370.00",5825036
"2021S05074620380.00","4620380.00",5827667
"2021S05074620381.00","4620381.00",5830298
"2021S05074620382.01","4620382.01",5832929
"2021S05074620382.02","4620382.02",5835560
"2021S05074620383.01","4620383.01",5838191
"2021S05074620383.02","4620383.02",5840822
"2021S05074620385.00","4620385.00",5843453
"2021S05074620390.00","4620390.00",5846084
"2021S05074620391.00","4620391.00",5848715
"2021S05074620392.00","4620392.00",5851346
"2021S05074620393.00","4620393.00",5853977
"2021S05074620394.00","4620394.00",5856608
"2021S05074620395.01","4620395.01",5859239
"2021S05074620395.02","4620395.02",5861870
"2021S05074620395.03","4620395.03",5864501
"2021S05074620396.00","4620396.00",5867132
"2021S05074620397.00","4620397.00",5869763
"2021S05074620400.00","4620400.00",5872394
"2021S05074620401.00","4620401.00",5875025
"2021S05074620402.00","4620402.00",5877656
"2021S05074620403.00","4620403.00",5880287
"2021S05074620404.00","4620404.00",5882918
"2021S05074620410.01","4620410.01",5885549
"2021S05074620410.02","4620410.02",5888180
"2021S05074620410.03","4620410.03",5890811
"2021S05074620412.00","4620412.00",5893442
"2021S05074620413.01","4620413.01",5896073
"2021S05074620413.02","4620413.02",5898704
"2021S05074620415.03","4620415.03",5901335
"2021S05074620415.04","4620415.04",5903966
"2021S05074620415.07","4620415.07",5906597
"2021S05074620415.08","4620415.08",5909228
"2021S05074620415.09","4620415.09",5911859
"2021S05074620415.10","4620415.10",5914490
"2021S05074620416.01","4620416.01",5917121
"2021S05074620416.02","4620416.02",5919752
"2021S05074620417.01","4620417.01",5922383
"2021S05074620417.02","4620417.02",5925014
"2021S05074620418.00","4620418.00",5927645
"2021S05074620419.00","4620419.00",5930276
"2021S05074620420.00","4620420.00",5932907
"2021S05074620421.03","4620421.03",5935538
"2021S05074620421.04","4620421.04",5938169
"2021S05074620421.05","4620421.05",5940800
"2021S05074620421.06","4620421.06",5943431
"2021S05074620430.00","4620430.00",5946062
"2021S05074620431.00","4620431.00",5948693
"2021S05074620432.00","4620432.00",5951324
"2021S05074620433.00","4620433.00",5953955
"2021S05074620440.00","4620440.00",5956586
"2021S05074620450.00","4620450.00",5959217
"2021S05074620451.00","4620451.00",5961848
"2021S05074620452.00","4620452.00",5964479
"2021S05074620453.01","4620453.01",5967110
"2021S05074620453.02","4620453.02",5969741
"2021S05074620460.00","4620460.00",5972372
"2021S05074620461.00","4620461.00",5975003
"2021S05074620462.01","4620462.01",5977634
"2021S05074620462.02","4620462.02",5980265
"2021S05074620470.01","4620470.01",5982896
"2021S05074620470.03","4620470.03",5985527
"2021S05074620470.04","4620470.04",5988158
"2021S05074620470.05","4620470.05",5990789
"2021S05074620480.00","4620480.00",5993420
"2021S05074620490.00","4620490.00",5996051
"2021S05074620491.00","4620491.00",5998682
"2021S05074620500.00","4620500.00",6001313
"2021S05074620511.01","4620511.01",6003944
"2021S05074620511.02","4620511.02",6006575
"2021S05074620512.02","4620512.02",6009206
"2021S05074620512.03","4620512.03",6011837
"2021S05074620512.04","4620512.04",6014468
"2021S05074620513.01","4620513.01",6017099
"2021S05074620513.02","4620513.02",6019730
"2021S05074620514.01","4620514.01",6022361
"2021S05074620514.02","4620514.02",6024992
"2021S05074620515.01","4620515.01",6027623
"2021S05074620515.02","4620515.02",6030254
"2021S05074620515.03","4620515.03",6032885
"2021S05074620515.04","4620515.04",6035516
"2021S05074620520.02","4620520.02",6038147
"2021S05074620520.03","4620520.03",6040778
"2021S05074620520.04","4620520.04",6043409
"2021S05074620521.01","4620521.01",6046040
"2021S05074620521.04","4620521.04",6048671
"2021S05074620521.05","4620521.05",6051302
"2021S05074620521.06","4620521.06",6053933
"2021S05074620521.07","4620521.07",6056564
"2021S05074620522.01","4620522.01",6059195
"2021S05074620522.02","4620522.02",6061826
"2021S05074620523.00","4620523.00",6064457
"2021S05074620530.00","4620530.00",6067088
"2021S05074620540.00","4620540.00",6069719
"2021S05074620550.02","4620550.02",6072350
"2021S05074620550.03","4620550.03",6074981
"2021S05074620550.04","4620550.04",6077612
"2021S05074620570.00","4620570.00",6080243
"2021S05074620580.01","4620580.01",6082874
"2021S05074620580.02","4620580.02",6085505
"2021S05074620580.03","4620580.03",6088136
"2021S05074620581.01","4620581.01",6090767
"2021S05074620581.02","4620581.02",6093398
"2021S05074620582.01","4620582.01",6096029
"2021S05074620582.02","4620582.02",6098660
"2021S05074620583.00","4620583.00",6101291
"2021S05074620584.00","4620584.00",6103922
"2021S05074620585.01","4620585.01",6106553
"2021S05074620585.02","4620585.02",6109184
"2021S05074620590.01","4620590.01",6111815
"2021S05074620590.02","4620590.02",6114446
"2021S05074620591.01","4620591.01",6117077
"2021S05074620591.02","4620591.02",6119708
"2021S05074620592.00","4620592.00",6122339
"2021S05074620593.01","4620593.01",6124970
"2021S05074620593.02","4620593.02",6127601
"2021S05074620594.01","4620594.01",6130232
"2021S05074620594.02","4620594.02",6132863
"2021S05074620600.01","4620600.01",6135494
"2021S05074620600.02","4620600.02",6138125
"2021S05074620600.03","4620600.03",6140756
"2021S05074620601.01","4620601.01",6143387
"2021S05074620601.02","4620601.02",6146018
"2021S05074620602.01","4620602.01",6148649
"2021S05074620602.02","4620602.02",6151280
"2021S05074620603.01","4620603.01",6153911
"2021S05074620603.02","4620603.02",6156542
"2021S05074620603.03","4620603.03",6159173
"2021S05074620604.01","4620604.01",6161804
"2021S05074620604.02","4620604.02",6164435
"2021S05074620604.03","4620604.03",6167066
"2021S05074620604.04","4620604.04",6169697
"2021S05074620604.05","4620604.05",6172328
"2021S05074620605.01","4620605.01",6174959
"2021S05074620605.02","4620605.02",6177590
"2021S05074620605.03","4620605.03",6180221
"2021S05074620605.04","4620605.04",6182852
"2021S05074620605.05","4620605.05",6185483
"2021S05074620610.01","4620610.01",6188114
"2021S05074620610.02","4620610.02",6190745
"2021S05074620610.03","4620610.03",6193376
"2021S05074620610.04","4620610.04",6196007
"2021S05074620610.05","4620610.05",6198638
"2021S05074620610.06","4620610.06",6201269
"2021S05074620610.07","4620610.07",6203900
"2021S05074620611.01","4620611.01",6206531
"2021S05074620611.02","4620611.02",6209162
"2021S05074620612.00","4620612.00",6211793
"2021S05074620613.00","4620613.00",6214424
"2021S05074620614.00","4620614.00",6217055
"2021S05074620615.00","4620615.00",6219686
"2021S05074620616.00","4620616.00",6222317
"2021S05074620617.01","4620617.01",6224948
"2021S05074620617.02","4620617.02",6227579
"2021S05074620618.00","4620618.00",6230210
"2021S05074620619.00","4620619.00",6232841
"2021S05074620625.01","4620625.01",6235472
"2021S05074620625.02","4620625.02",6238103
"2021S05074620626.00","4620626.00",6240734
"2021S05074620627.00","4620627.00",6243365
"2021S05074620628.01","4620628.01",6245996
"2021S05074620628.02","4620628.02",6248627
"2021S05074620629.00","4620629.00",6251258
"2021S05074620630.01","4620630.01",6253889
"2021S05074620630.02","4620630.02",6256520
"2021S05074620631.00","4620631.00",6259151
"2021S05074620632.01","4620632.01",6261782
"2021S05074620632.02","4620632.02",6264413
"2021S05074620632.03","4620632.03",6267044
"2021S05074620632.04","4620632.04",6269675
"2021S05074620633.00","4620633.00",6272306
"2021S05074620634.00","4620634.00",6274937
"2021S05074620635.00","4620635.00",6277568
"2021S05074620636.00","4620636.00",6280199
"2021S05074620637.01","4620637.01",6282830
"2021S05074620637.02","4620637.02",6285461
"2021S05074620638.01","4620638.01",6288092
"2021S05074620638.02","4620638.02",6290723
"2021S05074620638.03","4620638.03",6293354
"2021S05074620638.04","4620638.04",6295985
"2021S05074620639.00","4620639.00",6298616
"2021S05074620640.00","4620640.00",6301247
"2021S05074620641.01","4620641.01",6303878
"2021S05074620641.02","4620641.02",6306509
"2021S05074620642.00","4620642.00",6309140
"2021S05074620643.01","4620643.01",6311771
"2021S05074620643.02","4620643.02",6314402
"2021S05074620643.03","4620643.03",6317033
"2021S05074620644.00","4620644.00",6319664
"2021S05074620645.00","4620645.00",6322295
"2021S05074620646.01","4620646.01",6324926
"2021S05074620646.02","4620646.02",6327557
"2021S05074620646.03","4620646.03",6330188
"2021S05074620647.01","4620647.01",6332819
"2021S05074620647.02","4620647.02",6335450
"2021S05074620648.00","4620648.00",6338081
"2021S05074620649.01","4620649.01",6340712
"2021S05074620649.02","4620649.02",6343343
"2021S05074620650.01","4620650.01",6345974
"2021S05074620650.02","4620650.02",6348605
"2021S05074620650.04","4620650.04",6351236
"2021S05074620650.05","4620650.05",6353867
"2021S05074620651.01","4620651.01",6356498
"2021S05074620651.02","4620651.02",6359129
"2021S05074620652.01","4620652.01",6361760
"2021S05074620652.04","4620652.04",6364391
"2021S05074620652.06","4620652.06",6367022
"2021S05074620652.07","4620652.07",6369653
"2021S05074620652.08","4620652.08",6372284
"2021S05074620652.09","4620652.09",6374915
"2021S05074620653.00","4620653.00",6377546
